AUTHOR,PUBLICATION DATE,TITLE,Thesis #,FILE NAME,Online
"Schau, Ryan C.",2012,Spatial Distribution Of Suspended Sediments Within The Chesapeake Bay Using Remote Sensing,,,https://search.proquest.com/docview/1022644985?accountid=452
"Scheibach, Robert Bruce",1975.0,"Geothermal occurrences in Truckee Meadows, Washoe County, Nevada",935.0,"Mackay589_Scheibach.pdf, Mackay589_Scheibach_map_0001.jpg, Mackay589_Scheibach_map_0002.jpg, Mackay589_Scheibach_map_0003.jpg, Mackay589_Scheibach_map_0004.jpg",
"Scheibach, Robert Bruce",1975,"Geothermal Occurrences In Truckee Meadows, Washoe County, Nevada.",,,https://search.proquest.com/docview/302801005?accountid=452
"Schilling, Jill M.",2001,"Geochemical Modeling Of Hydrothermal Fluids Beneath The Southern Moat Of Long Valley Caldera, California",,,https://search.proquest.com/docview/250932057?accountid=452
"Schmauder, Gretchen C.",2005,"Thermal And Chemical Profiling Of The Bald Mountain District, White Pine County, Nevada",,,https://search.proquest.com/docview/305429541?accountid=452
"Schmauder, Gretchen Cathleen",2013,"Evaluating Late Pleistocene And Holocene Rupture, Seismic Hazards And Ground Motion In The Lake Tahoe Basin",,,https://search.proquest.com/docview/1496773418?accountid=452
"Schmidt, Kurtiss M.",2008,Differences Between Burned And Unburned Riparian Systems In Northern Nevada,,,https://search.proquest.com/docview/276012328?accountid=452
"Schoenleber, James W.",2008,Water Characterization And Sediment Transport Analyses Of The Upper Walker River,,,https://search.proquest.com/docview/276043507?accountid=452
"Schroeder, Charles Warren",1970.0,The use of amphoteric surfactants as flotation collectors,447.0,Mackay590_Schroeder.pdf,
"Schroth, Brian K",1987.0,"Water chemistry reconnaissance geochemical modeling in the Meadow Valley Wash area, southern Nevada",2218.0,Mackay591_Schroth.pdf,
"Schroth, Brian Kirk",1987,"Water Chemistry Reconnaissance And Geochemical Modeling In The Meadow Valley Wash Area, Southern Nevada",,,https://search.proquest.com/docview/303578343?accountid=452
"Schryver, Robert F",1961.0,"Geology of the Mound House area, Ormsby and Lyon Counties, Nevada",Tm Sch382,"Mackay592_Schryver.pdf, Mackay592_Schryver_map_0001.jpg",
"Schumer, Benjamin N.",2012,"Origins And Evolution Of The Green Prospect Antimony Deposit, Churchill County, Nevada",,,https://search.proquest.com/docview/1287053293?accountid=452
"Schumer, Rina A.",1997,Extension And Refinement Of The Owens Lake Groundwater Basin: Numerical Simulation,,,https://search.proquest.com/docview/304358267?accountid=452
"Schumer, Rina Anne",2002,"Fractional Derivatives, Continuous Time Random Walks, And Anomalous Solute Transport",,,https://search.proquest.com/docview/305498919?accountid=452
"Schuyler, Donald Richard",1962.0,Some mechanical properties of lanthanum metal,Tm Sch397,Mackay593_Schuyler.pdf,
"Schwaneflugel, Andrew Kidd",2002,Forms Of Nitrogen And Phosphorous In Free-Draining Pore Water In A Lake Tahoe Soil,,,https://search.proquest.com/docview/250228816?accountid=452
"Schwartz, Kenneth Michael",2001,"Evolution Of The Middle To Late Miocene Chalk Hills Basin In The Basin And Range-Sierra Nevada Transition Zone, Western Nevada",,,https://search.proquest.com/docview/304704224?accountid=452
"Schwering, Paul C.",2013,Geophysical Modeling Of The Dixie Meadows Geothermal Prospect: Dual Analysis Of Gravity And Magnetic Data Towards Identifying Structural Controls,,,https://search.proquest.com/docview/1416353188?accountid=452
"Scott, James B",1959.0,"Structure of the ore deposits at Santa Barbara, Chihuahua, Mexico",Tm Sco427s,Mackay594_ScottJB.pdf,http://econgeol.geoscienceworld.org/content/53/8/1004.abstract
"Scott, James B.",2007,Seismic Noise In The Shallow Subsurface: Methods For Using It In Earthquake Hazard Assessment,,,https://search.proquest.com/docview/304837756?accountid=452
"Scott, James Walter",1923.0,On the development of an efficient charcoal for the precipitation of gold and silver from their cyanide solution,Tm Sco427,Mackay595_ScottJW.pdf,
"Scott, Jeffrey Lynn",1983.0,"The effects of pretreatment conditions, ionic strength, collector type, chain length and temperature on the cationic flotation of oxide minerals",1782.0,Mackay596_ScottJL.pdf,
"Scott, Jeffrey Lynn",1983,"The Effects Of Pretreatment Conditions, Ionic Strength, Collector Type, Chain Length And Temperature On The Cationic Flotation Of Oxide Minerals.",,,https://search.proquest.com/docview/303170578?accountid=452
"Scott, Julian A.",2009,"The Influence Of Irrigation Water On The Hydrology And Lake Water Balance Of Two Small Arid-Climate Lakes In Khorezm, Uzbekistan",,,https://search.proquest.com/docview/304946681?accountid=452
"Scott, Troy Calvin",1985.0,Investigation of the Murray landfill - An uncontrolled hazardous waste site,2044.0,Mackay597_ScottT.pdf,
"Scott, Troy Calvin",1986,"Investigation Of The Murray Landfill - An Uncontrolled Hazardous Waste Site (Remedial Investigation, Missouri)",,,https://search.proquest.com/docview/303503530?accountid=452
"Seaman, Tyler",2014,"Investigating The Seismicity And Stress Field Of The Truckee-Lake Tahoe Region, California-Nevada",,,https://search.proquest.com/docview/1560300350?accountid=452
"Seelye, Irene M.",2009,Honing The Edges: Redefining The Borders Of Organized Fencing,,,https://search.proquest.com/docview/304943524?accountid=452
"Seidl, Richard F",1982.0,"Geology and uranium evaluation of the Dry Valley tuffs, Washoe County, Nevada",1666.0,"Mackay598_Seidl.pdf, Mackay598_Seidl_map_0001.jpg",
"Seidl, Richard Frederick",1982,"Geology And Uranium Evaluation Of The Dry Valley Tuffs, Washoe County, Nevada.",,,https://search.proquest.com/docview/303233392?accountid=452
"Senkevich, John Joseph",1994.0,Characterizing surface coatings on carbon steel by AC impedance degradation of an alkyd primer coating and growth of elevated-temperature oxides,3422.0,Mackay724_Senkevich.pdf,
"Senkevich, John Joseph",1994,Characterizing Surface Coatings On Carbon Steel By Ac Impedance Degradation Of An Alkyd Primer Coating And Growth Of Elevated-Temperature Oxides,,,https://search.proquest.com/docview/304128597?accountid=452
"Sequeira, Everton Conrad",1979.0,Insitu leaching: The effect of temperature and pressure on the permeability of uranium bearing rock,1370.0,Mackay599_Sequeira.pdf,
"Sequeira, Everton Conrad",1979,Insitu Leaching: The Effect Of Temperature And Pressure On The Permeability Of Uranium Bearing Rock.,,,https://search.proquest.com/docview/302901351?accountid=452
"Sertic (McKay), Kathy Ann",1992.0,Use of chlorofluocarbons to date ground water: a comparison to the tritium method,2984.0,Mackay431_Sertic(McKay).pdf,
"Sertic, Kathy Ann",1992,Use Of Chlorofluorocarbons To Date Ground Water: A Comparison To The Tritium Method,,,https://search.proquest.com/docview/304013097?accountid=452
"Sgambati, Matthew R.",2010,Immersive Visualization And Analysis Of Ground Penetrating Radar Data,,,https://search.proquest.com/docview/506232328?accountid=452
"Shallow, Lori Jo",1999,"Refractory Ores At The Rain Mine, Elko County, Nevada: Structural Controls, Wallrock Alteration, Petrography, And Geochemistry",,,https://search.proquest.com/docview/304513065?accountid=452
"Shanafield, Margaret A.",2004,"Influences On Water Clarity Near The Upper Truckee River Outlet In Lake Tahoe, California-Nevada",,,https://search.proquest.com/docview/305161531?accountid=452
"Shanafield, Margaret A.",2010,"Spatial Variability In Seepage From Unlined, Open Channels",,,https://search.proquest.com/docview/845685411?accountid=452
"Sharma, Archana",1992,Effect Of Thermal Cycling And Cold-Work On Vanadium(0.995) Carbon(0.005) Hydrides,,,https://search.proquest.com/docview/304029664?accountid=452
"Sharp, Gregory A",1988.0,Solute transport in fractal heterogeneous porous media,2369.0,Mackay600_Sharp.pdf,
"Sharp, Gregory Allen",1988,Solute Transport In Fractal Heterogeneous Porous Media,,,https://search.proquest.com/docview/303570567?accountid=452
"Shaw, David W.",2013,"Edifice Stability Assessment Of Lassen Peak, Lassen Volcanic National Park, California",,,https://search.proquest.com/docview/1416352456?accountid=452
"Shaw, Nicole H.",2016,Extent And Distribution Of Montane Riparian Zone Vegetation And Representation In Protected Areas In The Sky Island Region Of The Southwestern United States,,,https://search.proquest.com/docview/1842425073?accountid=452
"Sheng, Zhuping",1996,Conceptual And Numerical Models For The Mechanics Of Fissuring Caused By Groundwater Withdrawal,,,https://search.proquest.com/docview/304284204?accountid=452
"Sheridan, Jon P",1988.0,"The effect of ore type, depth, and leach time on cyanide species in column tests using NaCN leach solutions",2352.0,Mackay601_Sheridan.pdf,
"Sheridan, Jon Philip",1988,"The Effect Of Ore Type, Depth, And Leach Time On Cyanide Species In Column Tests Using Sodium-Cyanide Leach Solutions",,,https://search.proquest.com/docview/303569046?accountid=452
"Sherlock, Wes K.",2010,"Issues Affecting Heap Biooxidation Of Low-Grade Refractory Gold Ore: Formation Of Secondary Sulfates, Ore Lithology, Alteration And Sulfide Mineralogy At Gold Quarry, Carlin, Nevada",,,https://search.proquest.com/docview/755041373?accountid=452
"Sherlock, Wesley K.",2016,"Interpretation Of Mineralization Styles, Alteration, Mineralogy, Paragenesis, And Geochemistry At Gold Quarry, Carlin Trend, Nevada: Implications For Northern Nevada-Rift Related, Miocene, Intermediatesulfidation, Base-Metal Mineralization",,,https://search.proquest.com/docview/1808420110?accountid=452
"Sherve, Jon D.",1998,"Simulated Response Of The Basin-Fill Deposits To Mine Dewatering In Maggie, Marys, And Susie Creek Basins, Nevada",,,https://search.proquest.com/docview/304440170?accountid=452
"Shevenell, Lisa ",1990.0,"Chemical and isotopic investigation of the new hydrothermal system at Mount Saint Helens, Washington",2704.0,Mackay602_Shevenell.pdf,http://search.proquest.com/docview/303864985/abstract?accountid=452
"Shevenell, Lisa",1990,"Chemical And Isotopic Investigation Of The New Hydrothermal System At Mount St. Helens, Washington",,,https://search.proquest.com/docview/303864985?accountid=452
"Shi, Baoping",1999,Dynamics Of Earthquake Faulting: Two-Dimensional Lattice Model,,,https://search.proquest.com/docview/304513131?accountid=452
"Shields, Gordon",1999,Source Parameter Investigation Of The 1993 Rock Valley Earthquake Sequence,,,https://search.proquest.com/docview/304512358?accountid=452
"Shields, Gordon",2000,A Parallel Genetic Algorithm For Seismic Velocity Optimization,,,https://search.proquest.com/docview/250153588?accountid=452
"Shields, Hilbert Nathaniel",1982.0,Comparative geology and geochemistry with respect to precious metal mineralization of selected California Coast Range mercury mining districts,1752.0,"Mackay603_Shields.pdf, Mackay603_Shields_map_0001.jpg, Mackay603_Shields_map_0002.jpg, Mackay603_Shields_map_0003.jpg, Mackay603_Shields_map_0004.jpg, Mackay603_Shields_map_0005.jpg, Mackay603_Shields_map_0006.jpg, Mackay603_Shields_map_0007.jpg, Mackay603_Shields_map_0010.jpg",
"Shields, Hilbert Nathaniel",1983,Comparative Geology And Geochemistry With Respect To Precious Metal Mineralization Of Selected California Coast Range Mercury Mining Districts.,,,https://search.proquest.com/docview/303276021?accountid=452
"Shope, Christopher L.",2009,Water And Heat Fluxes In A Channel Bar Compared With Adjacent Streambed And Streambank,,,https://search.proquest.com/docview/304943515?accountid=452
"Shrivastava, Sanjay ",1991.0,Synthesis and characterization of glass-ceramics from SPL waste,2876.0,Mackay604_Shrivastava.pdf,
"Shrivastava, Sanjay",1991,Synthesis And Characterization Of Glass-Ceramics From Spl Waste,,,https://search.proquest.com/docview/303930083?accountid=452
"Shump, Kenneth W",1985.0,"Streamflow and water quality effects of groundwater discharge to Steamboat Creek, Nevada",2055.0,Mackay605_Shump.pdf,
"Shump, Kenneth Wayne",1986,"Streamflow And Water Quality Effects Of Groundwater Discharge To Steamboat Creek, Nevada (Base Flow, Arsenic, Miniature Piezometers, Boron, Truckee Meadows)",,,https://search.proquest.com/docview/303508507?accountid=452
"Sicke, William Steven",2003,"Geochemical And Isotopic Evaluation Of Pahute Mesa-Oasis Valley Groundwater Flow Paths, Southern Nevada",,,https://search.proquest.com/docview/250234063?accountid=452
"Silva, Frank ",1923.0,"Problems in cyaniding a complex base ore with log of tests made, flow sheet, and equipment decided upon as the best adapted to treat the ore",Tm Si580,Mackay606_Silva.pdf,
"Simanek, Rebecca",2012,Cerium In Ice Cores As A Tracer Of Mineral Dust,,,https://search.proquest.com/docview/1074112029?accountid=452
"Singh, Gajendra Pal",1984.0,Laboratory studies on cleaning of slags from copper smelters,1840.0,Mackay607_Singh.pdf,
"Singh, Gajendra Pal",1984,Laboratory Studies On Cleaning Of Slags From Copper Smelters.,,,https://search.proquest.com/docview/303307125?accountid=452
"Singh, Harpreet",2006,Reverse Micelle Synthesis And Consolidation Of Zirconia Nanopowders,,,https://search.proquest.com/docview/305272000?accountid=452
"Sinha, Kaustav",2005,An Approach To Develop Reverse Micelle Large-Scale Synthesis Process For Magnetic Nanopowders,,,https://search.proquest.com/docview/305464029?accountid=452
"Sippel, Ellen Marie",1995,Photopoint Analysis Of Riparian Habitat Of Central Oregon Streams Under Winter And Spring Grazing,,,https://search.proquest.com/docview/304211042?accountid=452
"Sirles, Phil C",1987.0,"Shear-wave velocity and attenuation analysis of liquefiable soils in the south Truckee Meadows, Washoe County, Nevada",2165.0,Mackay608_Sirles.pdf,
"Sirles, Phil C.",1987,"Shear-Wave Velocity And Attenuation Analysis Of Liquefiable Soils In The South Truckee Meadows, Washoe County, Nevada",,,https://search.proquest.com/docview/303577687?accountid=452
"Skalbeck, John David",2001,"Geophysical Modeling And Geochemical Analysis For Hydrogeologic Assessment Of The Steamboat Hills Area, Nevada",,,https://search.proquest.com/docview/304708193?accountid=452
"Skiles, Tom D.",2008,"Nutrients, Cormorants, And Rainbow Trout In An Urban Lake, Reno Nevada",,,https://search.proquest.com/docview/304529948?accountid=452
"Sklar, Glenn Paul",2005,Multi-Walled Carbon Nanotube Growth Produced By Chemical Vapor Deposition Into Self-Assembled Hexagonally Ordered Nanoscale Pore Channels Produced By Aluminum Anodizing And Pulse-Reverse Electrodeposition,,,https://search.proquest.com/docview/305428687?accountid=452
"Skord, Justin",2012,"Interpretation Of Upwelling Zones And Structural Controls At Lee Allen And Salt Wells Geothermal Fields With Two-Meter Temperature Surveys, Soil Gas Surveys, And Analysis Of Existing Geothermal Exploration Data",,,https://search.proquest.com/docview/1022629315?accountid=452
"Sladek, Chris",2001,"Evaluation Of Sequential Extraction Methods For Mercury, And Application Of Three Methods For Determining Mercury Speciation In Mine Waste",,,https://search.proquest.com/docview/230646484?accountid=452
"Slater, Catherine F",1993.0,"Variation of frictional strength in precut foam rubber, with implications for slip instability",2984.0,Mackay609_Slater.pdf,
"Slater, Catherine F.",1993,"Variation Of Frictional Strength In Precut Foam Rubber, With Implications For Slip Instability",,,https://search.proquest.com/docview/304041284?accountid=452
"Sloan, Jan",1997,"Response And Recovery Of The Eel River, California To Floods In 1955, 1964, And 1997",,,https://search.proquest.com/docview/304357571?accountid=452
"Smailbegovic, Amer",2002,"Structural And Lithologic Constraints To Mineralization In Aurora, Nevada And Bodie, California Mining Districts, Observed With Aerospace Geophysical Data",,,https://search.proquest.com/docview/305550415?accountid=452
"Smith, Alfred Merritt",1908.0,Comparative mining and milling operations in Costa Rica and Nevada,Prof. 20,Mackay610_Smith.pdf,
"Smith, Beth P.",2008,Prehistoric Crescentic Tools From The Great Basin And California: A Spatial And Temporal Analysis,,,https://search.proquest.com/docview/304538669?accountid=452
"Smith, Cassius  Crowell",1911.0,"The Minerva Mine and survey methods employed in connection with the same at Atlanta, Idaho",Tm Sm644,Mackay611_SmithCC.pdf,
"Smith, Corliss M",1980.0,Public relations of the minerals industries,1504.0,Mackay612_SmithCM.pdf,
"Smith, Corliss Murray, Jr.",1981,Public Relations Of The Minerals Industries.,,,https://search.proquest.com/docview/303167302?accountid=452
"Smith, David William",2011,"Water Quality Modeling Approach To Investigate Nutrient Criteria On The South Fork Humboldt Reservoir, Nevada",,,https://search.proquest.com/docview/918104444?accountid=452
"Smith, Guy T.",2016,Detection And Analysis Of Spatiotemporal Changes In Great Basin Groundwater Dependent Vegetation Vigor,,,https://search.proquest.com/docview/1870037842?accountid=452
"Smith, Jeremy M.",2003,"A 6,500-Year Pollen Record From A Wet Meadow Site In Central Nevada",,,https://search.proquest.com/docview/250710708?accountid=452
"Smith, Jessica L. K.",2006,"A Land Of Plenty: Depression-Era Mining And Landscape Capital In The Mojave Desert, California",,,https://search.proquest.com/docview/305274802?accountid=452
"Smith, Jessica Leigh",2009,A Study Of The Adanac Porphyry Molybdenum Deposit And Surrounding Placer Gold Mineralization In Northwest British Columbia With A Comparison To Porphyry Molybdenum Deposits In The North American Cordillera And Igneous Geochemistry Of The Western United States,,,https://search.proquest.com/docview/304941209?accountid=452
"Smith, Joshua M.",2014,"Controls Of High Grades Within The Clementine Vein System In The Hollister Low-Sulfidation Epithermal Au-Ag Deposit, Nv",,,https://search.proquest.com/docview/1651613152?accountid=452
"Smith, Kenneth D",1991.0,"Earthquake processes: Seismotectonics of the 1984 Round Valley, California, earthquake sequence and radiated energy and the seismic spectrum",2849.0,Mackay613_SmithK.pdf,
"Smith, Kenneth Dent",1991,"Earthquake Processes: Seismotectonics Of The 1984 Round Valley, California Earthquake Sequence And Radiated Energy And The Seismic Spectrum",,,https://search.proquest.com/docview/303929142?accountid=452
"Smith, Michael Roy",1981.0,"Geology and mineralization of the southeastern Gillis Range, Mineral County, Nevada",1585.0,"Mackay614_SmithM.pdf, Mackay614_SmithM_map_0001.jpg, Mackay614_SmithM_map_0002.jpg, Mackay614_SmithM_map_0003.jpg, Mackay614_SmithM_map_0004.jpg, Mackay614_SmithM_map_0005.jpg",
"Smith, Michael Roy",1981,"Geology And Mineralization Of The Southeastern Gillis Range, Mineral County, Nevada.",,,https://search.proquest.com/docview/303152813?accountid=452
"Smith, Shane B.",2012,"Submarine Paleoseismology In Lake Tahoe, Ca/Nv And Puget Sound, Wa",,,https://search.proquest.com/docview/1285215385?accountid=452
"Smith, Thomas Edward",1971.0,"Geology, economic geochemistry, and placer gold resources of the western Clearwater Mountains, east central Alaska",495.0,"Mackay615_SmithT.pdf, Mackay615_SmithT_map_0001.jpg",
"Smith, Thomas Edward",1971,"Geology, Economic Geochemistry, And Placer Gold Resources Of The Western Clearwater Mountains, East Central Alaska",,,https://search.proquest.com/docview/302639515?accountid=452
"Smuin, David R.",1994.0,"Comparison of three field screening techniques for delineating petroleum hydrocarbon plumes in groundwater at a site in the southern Carson Desert, Nevada",2932.0,Mackay616_Smuin.pdf,
"Smuin, David Ray",1992,"Comparison Of Three Field Screening Techniques For Delineating Petroleum Hydrocarbon Plumes In Groundwater At A Site In The Southern Carson Desert, Nevada",,,https://search.proquest.com/docview/304034499?accountid=452
"Smyth, William Isaac",1927.0,Ventilation problems of the Tonopah-Belmont mine,238.0,Mackay617_Smyth.pdf,
"Snelgrove, R. David",1997,The Diseconomies Of Urban Sprawl,,,https://search.proquest.com/docview/304357546?accountid=452
"Snyder, Kenneth Dele",1989.0,"Geology and mineral deposits of the Rossi Mine area, Elko County, Nevada",2527.0,Mackay619_Snyder.pdf,
"Soeller, Stephen Anton",1978.0,"Quaternary and environmental geology of Lemmon Valley, Nevada",1239.0,"Mackay620_Soeller.pdf, Mackay620_Soeller_map_0001.jpg",
"Soeller, Stephen Anton",1978,"Quaternary And Environmental Geology Of Lemmon Valley, Nevada.",,,https://search.proquest.com/docview/302884476?accountid=452
"Solander, Kurt C.",2009,"The Application Of A Dendro-Hydrologic Model To The Upper Meadow Valley Wash Watershed, Lincoln County, Nevada",,,https://search.proquest.com/docview/276209679?accountid=452
"Soltani Ghasemi, Amir Mohammad",1986.0,Determination of in-situ stresses within rock masses using the acoustic emission technique,2110.0,Mackay621_Soltani Ghasemi.pdf,
"Soltani Ghasemi, Amir Mohammad",1986,Determination Of In-Situ Stresses Within Rock Masses Using The Acoustic Emission Technique (Kaiser Effect),,,https://search.proquest.com/docview/303513193?accountid=452
"Sonderman, Frank James ",1971.0,"The geology of the Weepah mining district, Esmeralda County, Nevada",574.0,"Mackay622_Sonderman.pdf, Mackay622_Sonderman_map_0001.jpg, Mackay622_Sonderman_map_0002.jpg, Mackay622_Sonderman_map_0003.jpg",
"Souza, Bunny L.",2007,San Leandro: The Shaping Of An Azorean Portuguese American Landscape,,,https://search.proquest.com/docview/304843911?accountid=452
"Spane, Frank A., Jr.",1977.0,"Evaluation of factors influencing the inorganic water-quality regimen of Carson River, Carson Valley, Nevada-California",1192.0,"Mackay623_Spane Jr.pdf, Mackay623_Spane Jr_map_0001.jpg, Mackay623_Spane Jr_map_0002.jpg, Mackay623_Spane Jr_map_0003.jpg, Mackay623_Spane Jr_map_0004.jpg, Mackay623_Spane Jr_map_0005.jpg, Mackay623_Spane Jr_map_0006.jpg, Mackay623_Spane Jr_map_0007.jpg",
"Spatz, David Moore",1988.0,"Genetic, spectral, and Landsat thematic mapper imagery relatonships between desert varnish and Tertiary volcanic host rocks, southern Nevada",2393.0,Mackay624_Spatz.pdf,
"Spatz, David Moore",1988,"Genetic, Spectral, And Landsat Thematic Mapper Imagery: Relationships Between Desert Varnish And Tertiary Volcanic Host Rocks, Southern Nevada",,,https://search.proquest.com/docview/303692271?accountid=452
"Speer, Scott",2013,""Make The Biggest Little Mistake Of Your Life" — On-Screen Portrayals Of Reno, Nevada, In Television And Film",,,https://search.proquest.com/docview/1446045935?accountid=452
"Spencer, Elizabeth B",1990.0,A radiocarbon study of groundwater in the western Nevada Test Site and vicinity,2628.0,Mackay625_SpencerE.pdf,
"Spencer, Elizabeth B.",1990,A Radiocarbon Study Of Groundwater In The Western Nevada Test Site And Vicinity,,,https://search.proquest.com/docview/303842427?accountid=452
"Spencer, Ronald J",1977.0,"Silicate and carbonate sediment-water relationships in Walker Lake, Nevada",1125.0,Mackay626_SpencerR.pdf,
"Spencer, Ronald James",1977,"Silicate And Carbonate Sediment - Water Relationships In Walker Lake, Nevada.",,,https://search.proquest.com/docview/302861847?accountid=452
"Spinogatti, Daniel, Jr.",1996,Evaluating The Efficacy Of Artificial Wetlands In Removing Nitrogen From A Low-Strength Hatchery Effluent,,,https://search.proquest.com/docview/304275751?accountid=452
"Sprecher, Terry Ann",1985.0,"Wallrock alteration vein structure and preliminary fluid-inclusion studies, Gooseberry Mine, Storey County, Nevada",2014.0,"Mackay627_Sprecher.pdf, Mackay627_Sprecher_map_0001.jpg, Mackay627_Sprecher_map_0002.jpg, Mackay627_Sprecher_map_0003.jpg, Mackay627_Sprecher_map_0004.jpg, Mackay627_Sprecher_map_0005.jpg, Mackay627_Sprecher_map_0006.jpg, Mackay627_Sprecher_map_0007.jpg, Mackay627_Sprecher_map_0008.jpg, Mackay627_Sprecher_map_0009.jpg",
"Sprecher, Terry Ann",1985,"Wallrock Alteration, Vein Structure, And Preliminary Fluid-Inclusion Studies, Gooseberry Mine, Storey County, Nevada",,,https://search.proquest.com/docview/303393192?accountid=452
"Squillace, Richard Z",1985.0,The electrowinning of dilute zinc sulfate solutions in a fluidized bed electrochemical reactor,2026.0,Mackay628_Squillace.pdf,
"Squillace, Richard Zanti",1985,The Electrowinning Of Dilute Zinc-Sulfate Solutions In A Fluidized Bed Electrochemical Reactor,,,https://search.proquest.com/docview/303356252?accountid=452
"Stamates, Michelle",2001,"Evaluation Of Injection Effects On The Dixie Valley, Nevada, Geothermal Reservoir Through The Use Of Geochemical Data",,,https://search.proquest.com/docview/304704498?accountid=452
"Stapleton, Dagny",2011,Patrick Geddes And The Missing Heart Of Modern City Planning,,,https://search.proquest.com/docview/918099332?accountid=452
"Stark, Christina",2006,Recovery Of Vegetation On Acid Drainage Impacted Arid Soils,,,https://search.proquest.com/docview/305278222?accountid=452
"Stathis, George J",1960.0,"Geology of the southern portion of Spanish Springs Valley Quadrangle, Nevada",Tm St797,"Mackay629_Stathis.pdf, Mackay629_Stathis_map_0001.jpg, Mackay629_Stathis_map_0002.jpg",
"Stein, Chad M.",2006,"Post-Fire Vegetation In Sierran Forests: Effects On Nitrogen Fixation, Soil Nitrogen Availability, And Water Quality",,,https://search.proquest.com/docview/305276529?accountid=452
"Stephens, Robert W ",1958.0,Fine particle flotation in a differential pressure system,Tm St835,Mackay630_Stephens.pdf,
"Sterle, Kelley Marie",2010,Black Carbon In Eastern Sierra Nevada Snow Pack,,,https://search.proquest.com/docview/755041376?accountid=452
"Stevens, David Lee",1971.0,"The geology and ore deposits of the Antelope (Majuba Hill) mining district, Pershing County, Nevada",562.0,"Mackay631_Stevens.pdf, Mackay631_Stevens_map_0001.jpg, Mackay631_Stevens_map_0002.jpg, Mackay631_Stevens_map_0003.jpg, Mackay631_Stevens_map_0004.jpg, Mackay631_Stevens_map_0005.jpg, Mackay631_Stevens_map_0006.jpg",
"Stevick, Elizabeth Perry",2003,"Simulation Of Groundwater Resources In The Fernley And Dodge Flat Hydrographic Basins, Nevada",,,https://search.proquest.com/docview/250283282?accountid=452
"Stewart, Michael Joseph",2000,Positively Fourth Street: Seven Decades Of Change On A Reno Strip,,,https://search.proquest.com/docview/249939902?accountid=452
"Stirling, Mark Williamson",1998,"Earthquake Frequency Statistics, And Probabilistic Seismic Hazard In Southern California And New Zealand",,,https://search.proquest.com/docview/304447876?accountid=452
"Stoddard, Shawn W.",2006,A Decision Support System To Analyze Drought Management Policies,,,https://search.proquest.com/docview/305292374?accountid=452
"Stone, Chris H.",2004,Money And Wilderness Management: The Recreation Fee Demonstration Program At Desolation Wilderness Area,,,https://search.proquest.com/docview/305163510?accountid=452
"Strachan, Scotty",2016,"Observing Semi-Arid Ecoclimates Across Mountain Gradients In The Great Basin, Usa",,,https://search.proquest.com/docview/1842421744?accountid=452
"Strachan, Scotty",2011,"Dendrochronological Dating Of Historic Charcoal Oven Platforms In The Great Basin, North America",,,https://search.proquest.com/docview/894740727?accountid=452
"Stratton, Laurel E.",2013,Feasibility Study For Using Diatom Assemblages From A Small Dilute Subalpine Lake As An Indicator Of Past Megadroughts In The Sierra Nevada,,,https://search.proquest.com/docview/1496773103?accountid=452
"Strawson, Frederick MacLeod, Jr.",1981.0,"The geology of the Permian Carbon Ridge Formation, east-central Nevada",1578.0,"Mackay632_StrawsonJr.pdf, Mackay632_StrawsonJr_map_0001.jpg, Mackay632_StrawsonJr_map_0002.jpg",
"Strawson, Frederick Macleod, Jr.",1981,"The Geology Of The Permian Carbon Ridge Formation, East-Central Nevada.",,,https://search.proquest.com/docview/303018986?accountid=452
"Strobel, Robert J",1986.0,"Stratigraphy and structure of the Paleozoic rocks in the Rush Creek drainage, northern Ritter Range pendant, California",2150.0,"Mackay633_Strobel.pdf, Mackay633_Strobel_map_0001.jpg, Mackay633_Strobel_map_0002.jpg, Mackay633_Strobel_map_0003.jpg, Mackay633_Strobel_map_0004.jpg",
"Stucky, Daniel L.",2014,Estimating Sediment Losses Generated From Highway Cut And Fill Slopes In The Lake Tahoe Basin,,,https://search.proquest.com/docview/1651613188?accountid=452
"Sturmer, Daniel M.",2007,"Geometry And Kinematics Of The Olinghouse Fault Zone: Role Of Left-Lateral Faulting In The Right-Lateral Walker Lane, Western Nevada",,,https://search.proquest.com/docview/304828026?accountid=452
"Sturmer, Daniel M.",2012,"Stable Carbon Isotope Chemostratigraphy And Tectonic Setting Of The Pennsylvanian Ely-Bird Spring Basin, Nevada And Utah: Interpreting Three-Dimensional Basin Evolution Using Multiple Stratigraphic Techniques",,,https://search.proquest.com/docview/1024142912?accountid=452
"Su, Xiaotong",1994.0,Prevention of acid mine drainage by agglomeration of reactive tailings with selected binders and bactericidals,,Mackay634_Su.pdf,
"Su, Xiaotong",1994,Prevention Of Acid Mine Drainage By Agglomeration Of Reactive Tailings With Selected Binders And Bactericidals,,,https://search.proquest.com/docview/304129933?accountid=452
"Suarez Poch, Francisco Ignacio",2010,"Salt-Gradient Solar Ponds For Renewable Energy, Desalination And Reclamation Of Terminal Lakes",,,https://search.proquest.com/docview/506865674?accountid=452
"Sulahria, Mohammad Bashir",1972.0,Prediction of water retentive capacity of high elevation snowpacks on the east side of the Sierra Nevada,708.0,Mackay635_Sulahria.pdf,
"Sulahria, Mohammad Bashir",1972,Prediction Of Water Retentive Capacity Of High Elevation Snowpacks On The East Side Of The Sierra Nevada,,,https://search.proquest.com/docview/302682668?accountid=452
